title,url,category,price,count_review,address,count_photo,rating,rating_by_category,normalized_rating
Guest House Samburova 82,https://www.tripadvisor.ru/Hotel_Review-g608960-d12527633-Reviews-Guest_House_Samburova_82-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,1,"82 ulitsa Samburova, Анапа 353440 Россия",0,2.0,0.4625,0.403003003003003
Морская Звезда,https://www.tripadvisor.ru/Hotel_Review-g608960-d6438324-Reviews-Morskaya_Zvezda-Anapa_Krasnodar_Krai_Southern_District.html,Российский пансионат,,1,"Крымская, 88, Анапа 353440 Россия",0,1.0,0.2256120527306968,0.203003003003003
Гостевой дом Эмма,https://www.tripadvisor.ru/Hotel_Review-g608960-d7004188-Reviews-Guest_House_Emma-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,1,"ул. Терская, 118, Анапа 353440 Россия",0,1.0,0.2625,0.203003003003003
Алая Роза,https://www.tripadvisor.ru/Hotel_Review-g608960-d6740697-Reviews-Alaya_Roza-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,1,"ул. Гоголя, д. 178, Анапа 353440 Россия",0,1.0,0.2153846153846154,0.203003003003003
Гостевои дом Море,https://www.tripadvisor.ru/Hotel_Review-g608960-d21022697-Reviews-Gostevoi_Dom_More-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,1,,0,2.0,0.4153846153846154,0.403003003003003
Анапа-Нега,https://www.tripadvisor.ru/Hotel_Review-g608960-d6818735-Reviews-Anapa_Nega-Anapa_Krasnodar_Krai_Southern_District.html,Российский пансионат,,1,"ул. Шевченко, 252, Анапа 353440 Россия",0,1.0,0.2256120527306968,0.203003003003003
Эдельвейс,https://www.tripadvisor.ru/Hotel_Review-g608960-d3365186-Reviews-Edelveys-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,12,"ул. Кольцевая, д. 10а, Анапа 353456 Россия",0,3.5,0.8846153846153847,0.7360360360360361
Mini Otel Rozalina,https://www.tripadvisor.ru/Hotel_Review-g608960-d10438844-Reviews-Mini_Otel_Rozalina-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница,,1,"Ulitsa Lenina 60, Анапа 353440 Россия",0,1.0,0.2909090909090909,0.203003003003003
Фотини,https://www.tripadvisor.ru/Hotel_Review-g608960-d6697347-Reviews-Fotini-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,10,"ул. Набережная, 80, Анапа 353440 Россия",13,3.0,0.9491730724435128,0.6497568889071166
Гостевои дом Делани,https://www.tripadvisor.ru/Hotel_Review-g608960-d17668710-Reviews-Gostevoi_Dom_Delani-Anapa_Krasnodar_Krai_Southern_District.html,Отель особого типа,,1,"Viktora Schepeteva 5, Анапа 353440 Россия",0,2.0,0.5666666666666667,0.403003003003003
Отель Европа,https://www.tripadvisor.ru/Hotel_Review-g608960-d3524608-Reviews-Hotel_Evropa-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,17,"ул. Шевченко, д.  73, Анапа 353440 Россия",7,3.0,0.6616732058310207,0.6616732058310207
Мирабель,https://www.tripadvisor.ru/Hotel_Review-g608960-d6696916-Reviews-Mirabel-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,7,"ул. Кирова, 1а, Анапа 353440 Россия",17,3.0,0.6468176826295188,0.6468176826295188
Лукоморье,https://www.tripadvisor.ru/Hotel_Review-g608960-d6741449-Reviews-Lukomorye-Anapa_Krasnodar_Krai_Southern_District.html,Турбаза/база отдыха,,2,"Пионерский проспект, 231б, Анапа 353456 Россия",3,3.0,0.9666666666666667,0.6105583580545645
Maison de la Mer Guest House,https://www.tripadvisor.ru/Hotel_Review-g608960-d15363806-Reviews-Maison_de_la_Mer_Guest_House-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,1,"St. Terskaya 74 Building 6, Анапа 353440 Россия",0,2.0,0.65,0.403003003003003
Евро-Парк,https://www.tripadvisor.ru/Hotel_Review-g608960-d6898944-Reviews-Euro_Park_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Отель особого типа,,2,"ул. Железнодорожная, 6, Анапа 353440 Россия",11,3.0,1.9333333333333333,0.6226979635173869
Gostevoi dom Dzhennifer na Morskoi,https://www.tripadvisor.ru/Hotel_Review-g608960-d14785235-Reviews-Gostevoi_dom_Dzhennifer_na_Morskoi-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,1,"Morskaia, 17A, Анапа 353456 Россия",0,2.0,0.4153846153846154,0.403003003003003
"Санаторий ""Малая Бухта""",https://www.tripadvisor.ru/Hotel_Review-g608960-d3702720-Reviews-Malaya_Bukhta_Health_Resort-Anapa_Krasnodar_Krai_Southern_District.html,Российский санаторий,,100,"ул. Таманская, д. 4., Анапа 353440 Россия",134,3.0,2.1529556650246304,1.1036386918025767
Гостиница Идиллия,https://www.tripadvisor.ru/Hotel_Review-g608960-d2268315-Reviews-Idillia_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,7,"ул. Чернoморская, д. 14, Анапа 353440 Россия",0,2.5,0.6320754716981132,0.521021021021021
Априори  Hotel,https://www.tripadvisor.ru/Hotel_Review-g608960-d2701375-Reviews-Apriori_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,2,"Крепостная улица, д. 68, Анапа 353440 Россия",1,2.5,0.6438679245283019,0.5075234566888588
"Санаторий ""Парус""",https://www.tripadvisor.ru/Hotel_Review-g608960-d3702988-Reviews-Parus_Health_Resort-Anapa_Krasnodar_Krai_Southern_District.html,Российский санаторий,,90,"Пионерский пр-т, 114, Анапа 353456 Россия",203,3.0,2.4035714285714285,1.1783127588893902
Полярные Зори Анапа,https://www.tripadvisor.ru/Hotel_Review-g608960-d6438366-Reviews-Polyarnye_Zori_Anapa-Anapa_Krasnodar_Krai_Southern_District.html,Российский пансионат,,9,"Пионерский проспект, 68, Анапа 353456 Россия",68,2.5,0.7115252847443728,0.6302136734610179
Grand Sapphire Hotel,https://www.tripadvisor.ru/Hotel_Review-g608960-d21510974-Reviews-Grand_Sapphire_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,4,"проезд Голубые дали, 9, Анапа 353456 Россия",0,2.5,0.512012012012012,0.512012012012012
Фея-2,https://www.tripadvisor.ru/Hotel_Review-g608960-d7217936-Reviews-Feya_2-Anapa_Krasnodar_Krai_Southern_District.html,Российский пансионат,,61,"Пионерский проспект, д.107А, Анапа 353456 Россия",84,3.0,1.0284278774991138,0.910649040542819
Веста,https://www.tripadvisor.ru/Hotel_Review-g608960-d8379455-Reviews-Vesta-Anapa_Krasnodar_Krai_Southern_District.html,Турбаза/база отдыха,,2,"Пионерский проспект, 233A, Анапа 353456 Россия",12,2.5,1.3666666666666667,0.5242154142002396
House the Sea,https://www.tripadvisor.ru/Hotel_Review-g608960-d19935611-Reviews-House_the_Sea-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,1,,0,2.0,0.403003003003003,0.403003003003003
Гостиница Берег Ямала,https://www.tripadvisor.ru/Hotel_Review-g608960-d21378411-Reviews-Gostinitsa_Bereg_Yamala-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,1,"Пионерский проспект, 107, Анапа 353456 Россия",0,2.0,0.403003003003003,0.403003003003003
Гостевой дом Солнечный берег,https://www.tripadvisor.ru/Hotel_Review-g608960-d23239987-Reviews-Gostevoy_Dom_Solnechnyy_Bereg-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,1,"Pionerskiy Prospekt D. 199 A, Анапа 353456 Россия",0,2.0,0.403003003003003,0.403003003003003
Guest House Korablik,https://www.tripadvisor.ru/Hotel_Review-g608960-d12696402-Reviews-Guest_House_Korablik-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,1,"ulitsa Severnaya 37, Анапа 353445 Россия",0,1.0,0.2153846153846154,0.203003003003003
"Апарт-Отель ""Анапа""",https://www.tripadvisor.ru/Hotel_Review-g608960-d12496622-Reviews-Apart_Hotel_Anapa-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,9,"пр. Революции, 8А, Анапа 353440 Россия",3,2.5,0.5315793790755854,0.5315793790755854
Great Eight Ultra All Inclusive & Spa,https://www.tripadvisor.ru/Hotel_Review-g608960-d23162158-Reviews-Great_Eight_Ultra_All_Inclusive_Spa-Anapa_Krasnodar_Krai_Southern_District.html,Отель,16150.0,20,"Pionerskiy Prospekt 253-1, Анапа 353456 Россия",52,2.5,0.638967495568406,0.638967495568406
"Санаторий ""Русь""",https://www.tripadvisor.ru/Hotel_Review-g608960-d3702771-Reviews-Rus_Health_Resort-Anapa_Krasnodar_Krai_Southern_District.html,Российский санаторий,,34,"ул. Пушкина, 1, Анапа 353440 Россия",50,3.0,1.1498768472906404,0.7779746362447426
Нова Отель,https://www.tripadvisor.ru/Hotel_Review-g608960-d10799358-Reviews-Nova_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,2,"Пионерский проспект, 20А, Анапа 353456 Россия",8,4.0,0.8181456114688285,0.8181456114688285
Мистер.Ру,https://www.tripadvisor.ru/Hotel_Review-g608960-d6696913-Reviews-Mr_Ru-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,13,"ул. Новороссийская, 296, Анапа 353440 Россия",0,3.0,0.8452830188679246,0.6390390390390391
Guest House Areg,https://www.tripadvisor.ru/Hotel_Review-g608960-d12952739-Reviews-Guest_House_Areg-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,1,"Lermontova Street 118, Анапа 353440 Россия",0,1.0,0.23333333333333334,0.203003003003003
Guest House POLO,https://www.tripadvisor.ru/Hotel_Review-g608960-d15072979-Reviews-Guest_House_POLO-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,2,"Ulitsa Samburova 251а, Анапа 353440 Россия",0,2.0,0.4666666666666667,0.406006006006006
Guest House Na Prichale,https://www.tripadvisor.ru/Hotel_Review-g608960-d15319275-Reviews-Guest_House_Na_Prichale-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,1,"1 Kordonnyy Pereulok, Анапа 353440 Россия",0,1.0,0.2153846153846154,0.203003003003003
Гостевой дом Поющие в терновнике,https://www.tripadvisor.ru/Hotel_Review-g608960-d7746555-Reviews-Guest_House_Poyushhiye_v_Ternovnike-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница,,11,"ул.Терновая, д.12, Анапа 353440 Россия",16,2.5,2.0161290322580645,0.557312243958678
Vodoley,https://www.tripadvisor.ru/Hotel_Review-g608960-d8463429-Reviews-Vodoley-Anapa_Krasnodar_Krai_Southern_District.html,Пансионат (B&B/мини-отель),,1,"Terskaya ul., 163, Анапа 353440 Россия",0,1.0,0.25,0.203003003003003
Приморье,https://www.tripadvisor.ru/Hotel_Review-g608960-d8654060-Reviews-Primorye-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,1,"ул. Гребенская, 38, Анапа 353440 Россия",0,1.0,0.2625,0.203003003003003
Приморье,https://www.tripadvisor.ru/Hotel_Review-g608960-d13536434-Reviews-Primor_e-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,1,"Ulitsa Grebenskaya 27а, Анапа 353440 Россия",0,1.0,0.2153846153846154,0.203003003003003
Diamond Guest House,https://www.tripadvisor.ru/Hotel_Review-g608960-d18455976-Reviews-Diamond_Guest_House-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,1,"Pionerskiy Prospekt 257, Анапа 353456 Россия",0,1.0,0.23333333333333334,0.203003003003003
Гостевой дом на Терновой 5,https://www.tripadvisor.ru/Hotel_Review-g608960-d12270120-Reviews-Guest_House_on_Ternovaya_5-Anapa_Krasnodar_Krai_Southern_District.html,B&B/мини-отель особого типа,,1,"Терновая, 5, Анапа 353445 Россия",0,1.0,0.3257142857142857,0.203003003003003
Sunny Days,https://www.tripadvisor.ru/Hotel_Review-g608960-d23342374-Reviews-Sunny_Days-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,1,"8 K. Solov'yanovoy Ulitsa Этаж 2, Анапа 353440 Россия",0,1.0,0.203003003003003,0.203003003003003
Здоровье,https://www.tripadvisor.ru/Hotel_Review-g608960-d14918667-Reviews-Zdorov_ye-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,1,"Первый проезд 7, Анапа 353450 Россия",0,1.0,0.2153846153846154,0.203003003003003
"Пансионат ""Южный Парус""",https://www.tripadvisor.ru/Hotel_Review-g608960-d13281450-Reviews-Yuzhny_Parus-Anapa_Krasnodar_Krai_Southern_District.html,Российский пансионат,,7,"Пионерский проспект 300, Анапа 353456 Россия",6,3.0,0.7014655909270956,0.6301257251181379
Ambra Resort Hotel,https://www.tripadvisor.ru/Hotel_Review-g608960-d23247473-Reviews-Ambra_Resort_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,7,,0,2.5,0.521021021021021,0.521021021021021
Каталония,https://www.tripadvisor.ru/Hotel_Review-g608960-d6700249-Reviews-Catalonia-Anapa_Krasnodar_Krai_Southern_District.html,Хостел,,3,"ул. Заводская, 28, Анапа 353440 Россия",0,2.5,0.75,0.509009009009009
Dusseldorf house,https://www.tripadvisor.ru/Hotel_Review-g608960-d12611340-Reviews-Dusseldorf_house-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,4,"Верхняя дорога 91, Анапа 354440 Россия",0,2.5,0.5615384615384615,0.512012012012012
Anapa Resort,https://www.tripadvisor.ru/Hotel_Review-g608960-d12491640-Reviews-Anapa_Resort-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,1,"Pionerskiy prospekt 268, Анапа 353450 Россия",0,1.0,0.2188679245283019,0.203003003003003
Морской Клуб Капитан,https://www.tripadvisor.ru/Hotel_Review-g608960-d14776225-Reviews-Morskoy_Klub_Kapitan-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,2,"Naberezhnaya Ulitsa 9, Анапа 353440 Россия",0,2.0,0.4377358490566038,0.406006006006006
Hotel Sorelli,https://www.tripadvisor.ru/Hotel_Review-g608960-d12477724-Reviews-Hotel_Sorelli-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,1,"ulitsa Gorkogo 42, Анапа 353440 Россия",0,1.0,0.2188679245283019,0.203003003003003
Аморе,https://www.tripadvisor.ru/Hotel_Review-g608960-d6687014-Reviews-Amore_1-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,3,"Пионерский проспект, 289, Анапа 353456 Россия",0,2.5,0.5461538461538462,0.509009009009009
"Гостевой дом ""Анести""",https://www.tripadvisor.ru/Hotel_Review-g608960-d8714883-Reviews-Guest_House_Anesti-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,3,"ул. Толмазова, 53, Анапа 353456 Россия",0,2.5,0.6875,0.509009009009009
Семья,https://www.tripadvisor.ru/Hotel_Review-g608960-d3364433-Reviews-Semiya_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,1,"ул. Самбурова, д. 244, Анапа 353440 Россия",0,1.0,0.2188679245283019,0.203003003003003
Tortuga,https://www.tripadvisor.ru/Hotel_Review-g608960-d15580512-Reviews-Tortuga-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,1,"Gulaeva 14A, Анапа 353440 Россия",0,1.0,0.23333333333333334,0.203003003003003
K.V.N,https://www.tripadvisor.ru/Hotel_Review-g608960-d15516770-Reviews-K_V_N-Anapa_Krasnodar_Krai_Southern_District.html,B&B/мини-отель особого типа,,1,"Ul. Rostovskaia 18, Анапа 353456 Россия",0,1.0,0.3257142857142857,0.203003003003003
Mini hotel Domik u morya,https://www.tripadvisor.ru/Hotel_Review-g608960-d12333312-Reviews-Mini_hotel_Domik_u_morya-Anapa_Krasnodar_Krai_Southern_District.html,Хостел,,1,"Виноградная 5, Анапа 353456 Россия",0,1.0,0.2833333333333333,0.203003003003003
Hotel Sirius,https://www.tripadvisor.ru/Hotel_Review-g608960-d12575917-Reviews-Hotel_Sirius-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,1,"Dzhemetinskiy proyezd, 6B, Анапа 353440 Россия",0,1.0,0.2188679245283019,0.203003003003003
Отель РC-Роял,https://www.tripadvisor.ru/Hotel_Review-g608960-d3399608-Reviews-RS_Royal_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,19,"ул. Новороссийская, д. 89, Анапа 353440 Россия",11,2.5,0.573749014568438,0.573749014568438
Тропикано,https://www.tripadvisor.ru/Hotel_Review-g608960-d7786231-Reviews-Tropikano-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница,,5,"Тополиный проезд,  5б, Анапа 353450 Россия",3,3.5,1.2513196480938418,0.7195673670635735
"Отель ""Жемчуг""",https://www.tripadvisor.ru/Hotel_Review-g608960-d3703102-Reviews-Zhemchug_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,1,"1-й Черноморский, д. 2, Анапа Россия",0,5.0,1.0625,1.003003003003003
Фея-3,https://www.tripadvisor.ru/Hotel_Review-g608960-d9584400-Reviews-Feya_3-Anapa_Krasnodar_Krai_Southern_District.html,Российский пансионат,,50,"Пионерский пр., 100, Анапа 353456 Россия",71,2.5,0.856043390942384,0.7578891486326994
Санаторий Россиянка,https://www.tripadvisor.ru/Hotel_Review-g608960-d6584595-Reviews-Sanatorium_Rossiyanka-Anapa_Krasnodar_Krai_Southern_District.html,Российский санаторий,,14,"Пионерский проспект, 20, Анапа 353456 Россия",0,2.5,0.625,0.542042042042042
Белый Лебедь,https://www.tripadvisor.ru/Hotel_Review-g608960-d6438355-Reviews-Bely_Lebed-Anapa_Krasnodar_Krai_Southern_District.html,Российский пансионат,,11,"Пионерский проспект, 233, Анапа 353456 Россия",14,2.5,0.6186739494513589,0.5542773425929723
"Гостевой дом ""На Новороссийской""",https://www.tripadvisor.ru/Hotel_Review-g608960-d8310517-Reviews-Guest_House_Na_Novorossiyskoi-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,2,"ул. Новороссийкая 196, Анапа 353440 Россия",0,1.0,0.23076923076923078,0.20600600600600602
Фортуна,https://www.tripadvisor.ru/Hotel_Review-g608960-d8137700-Reviews-Fortuna-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"ул. Кирова, 78, Анапа 353440 Россия",0,,0.0,0.0
Терраса,https://www.tripadvisor.ru/Hotel_Review-g608960-d15780057-Reviews-Terrasa-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,3,"Тополиный проезд, 5 Джемете, Анапа 353431 Россия",0,3.0,0.7000000000000001,0.6090090090090091
"Санаторий ""Кристалл""",https://www.tripadvisor.ru/Hotel_Review-g608960-d6550956-Reviews-Kristall_Health_Resort-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,8,"Пионерский пр-т, 23А, Анапа 353456 Россия",0,2.0,0.42402402402402406,0.42402402402402406
Морские Врата,https://www.tripadvisor.ru/Hotel_Review-g608960-d8518131-Reviews-Morskiye_Vrata-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,3,"ул. Самбурова,  155, Анапа 353440 Россия",0,1.5,0.48750000000000004,0.3090090090090091
Жемчужина России,https://www.tripadvisor.ru/Hotel_Review-g608960-d6516771-Reviews-Zhemchuzhina_Rossii-Anapa_Krasnodar_Krai_Southern_District.html,Российский санаторий,,19,"Пионерский проспект, 253, Анапа 353456 Россия",1,2.5,0.6745689655172413,0.5585745077399099
Берег Надежды,https://www.tripadvisor.ru/Hotel_Review-g608960-d6438315-Reviews-Bereg_Nadejdy-Anapa_Krasnodar_Krai_Southern_District.html,Российский пансионат,,4,"Калинина, 1-Б, Анапа 353440 Россия",0,4.0,0.9024482109227872,0.812012012012012
Магнолия 2,https://www.tripadvisor.ru/Hotel_Review-g608960-d13083789-Reviews-Magnoliya_2-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница,,2,"1и Проезд 17/1, Анапа 353456 Россия",0,1.5,0.48181818181818187,0.306006006006006
Лазурный берег,https://www.tripadvisor.ru/Hotel_Review-g608960-d10797066-Reviews-Lazurny_Bereg-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,149,"Пионерский пр-т, 234, Анапа 353446 Россия",142,3.5,1.3629254444125463,1.3629254444125463
Rose Manor,https://www.tripadvisor.ru/Hotel_Review-g608960-d15581022-Reviews-Rose_Manor-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,2,"Кати Соловьяновой, 161, Анапа 353440 Россия",1,1.5,1.3,0.30752345668885883
Адмирал,https://www.tripadvisor.ru/Hotel_Review-g608960-d2697436-Reviews-Hotel_Admiral-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,9,"Кордонный переулок, 1А,, Анапа 353440 Россия",19,2.5,1.4209905660377358,0.5558585900012303
Черная Жемчужина,https://www.tripadvisor.ru/Hotel_Review-g608960-d13990470-Reviews-Chernaya_Zhemchuzhina-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,3,"Улица Калинина 2в, Анапа 353440 Россия",0,2.0,0.5,0.40900900900900905
Фея-1,https://www.tripadvisor.ru/Hotel_Review-g608960-d10003031-Reviews-Feya_1-Anapa_Krasnodar_Krai_Southern_District.html,Российский пансионат,,3,"Пионерский проспект, 1-й проезд, д. 5, Анапа 353444 Россия",0,1.5,0.34350282485875705,0.3090090090090091
Гостиница Континент,https://www.tripadvisor.ru/Hotel_Review-g608960-d2705160-Reviews-Hotel_Continent-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,11,"Новороссийская улица, д. 254, Анапа 353410 Россия",0,3.0,0.8075471698113208,0.6330330330330332
Отель Бухара,https://www.tripadvisor.ru/Hotel_Review-g608960-d12420439-Reviews-Hotel_Bukhara-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,6,"Пионерский проспект, 257, Анапа 353456 Россия",3,2.0,0.517948717948718,0.42257037006657644
Bellagio,https://www.tripadvisor.ru/Hotel_Review-g608960-d14765904-Reviews-Bellagio-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,4,"Ленина,  216, Анапа 353454 Россия",0,3.0,0.612012012012012,0.612012012012012
Zolotaya Rybka,https://www.tripadvisor.ru/Hotel_Review-g8651316-d9776422-Reviews-Zolotaya_Rybka-Nizhneye_Dzhemete_Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,2,"ul. Peschanaya, 19, Нижнее Джемете, Анапа 353450 Россия",0,1.0,0.325,0.20600600600600602
Тополь,https://www.tripadvisor.ru/Hotel_Review-g608960-d6438357-Reviews-Topol-Anapa_Krasnodar_Krai_Southern_District.html,Российский пансионат,,7,"Самбурова, 39, Анапа 353440 Россия",0,2.0,0.46817325800376647,0.421021021021021
Aton,https://www.tripadvisor.ru/Hotel_Review-g608960-d13968133-Reviews-Aton-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,2,"Gogolya 41, Анапа 353440 Россия",0,1.0,0.23773584905660378,0.20600600600600602
Янтарь,https://www.tripadvisor.ru/Hotel_Review-g608960-d6516766-Reviews-Yantar-Anapa_Krasnodar_Krai_Southern_District.html,Российский санаторий,,4,"Пионерский проспект, 2, Анапа 353444 Россия",0,2.0,0.4357142857142857,0.41201201201201204
Отель Лето,https://www.tripadvisor.ru/Hotel_Review-g608960-d8850594-Reviews-Otel_Leto-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,2,"Пионерский пр. Золотой берег, 14/2, Анапа 353431 Россия",3,1.0,0.38160377358490566,0.21055835805456444
Отель Alfa Summer,https://www.tripadvisor.ru/Hotel_Review-g608960-d17790227-Reviews-Alfa_Summer_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,2,"​Пионерский проспект, 257с, Анапа 353456 Россия",1,1.0,0.20752345668885883,0.20752345668885883
Макарена,https://www.tripadvisor.ru/Hotel_Review-g608960-d14960048-Reviews-Makarena-Anapa_Krasnodar_Krai_Southern_District.html,Отель особого типа,,2,"Ulitsa Samburova 156, Анапа 353440 Россия",0,1.5,0.6333333333333333,0.306006006006006
Отель Эрсико,https://www.tripadvisor.ru/Hotel_Review-g608960-d7746520-Reviews-Hotel_Ersiko-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница,,1,"Самбурова, 162, Анапа 353440 Россия",23,2.0,1.2328445747800587,0.4379043687086176
Full House,https://www.tripadvisor.ru/Hotel_Review-g608960-d21228313-Reviews-Full_House-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,2,"Пионерский проспект,  107, Анапа 353456 Россия",0,1.0,0.20600600600600602,0.20600600600600602
Гранд Отель Валентина,https://www.tripadvisor.ru/Hotel_Review-g608960-d649103-Reviews-Grand_Hotel_Valentina-Anapa_Krasnodar_Krai_Southern_District.html,Отель,6900.0,111,"ул. Терская, д. 103, Анапа 353440 Россия",115,4.5,1.4078401618614063,1.4078401618614063
"Отель ""Приморский""",https://www.tripadvisor.ru/Hotel_Review-g608960-d10524272-Reviews-Primorskiy_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,7,"Джеметинский проезд, 20, Анапа 353440 Россия",7,1.5,0.5184952247845329,0.3316431758009907
"Санаторий ""Кубань""",https://www.tripadvisor.ru/Hotel_Review-g608960-d3702933-Reviews-Kuban_Health_Resort-Anapa_Krasnodar_Krai_Southern_District.html,Российский санаторий,,40,"ул. Пушкина, 30, Анапа 353440 Россия",110,2.0,1.2990147783251231,0.6870396952339289
База Отдыха Крестьянское Подворье,https://www.tripadvisor.ru/Hotel_Review-g608960-d12212081-Reviews-Krestyanskoye_Podvorye-Anapa_Krasnodar_Krai_Southern_District.html,Турбаза/база отдыха,,0,"Пионерский Проспект, 54, Анапа 353456 Россия",1,,0.05555555555555555,0.0015174506828528073
Татьяна,https://www.tripadvisor.ru/Hotel_Review-g608960-d6819101-Reviews-Tatyana-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"ул. Гоголя, 41, Анапа 353440 Россия",0,,0.0,0.0
Semeynyy Guest House,https://www.tripadvisor.ru/Hotel_Review-g608960-d19699619-Reviews-Semeynyy_Guest_House-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,0,,0,,0.0,0.0
KaraDeniz Hostel,https://www.tripadvisor.ru/Hotel_Review-g608960-d22826645-Reviews-KaraDeniz_Hostel-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница,,0,,0,,0.0,0.0
Славянский Дворик,https://www.tripadvisor.ru/Hotel_Review-g608960-d6819083-Reviews-Slavyanskiy_Dvorik-Anapa_Krasnodar_Krai_Southern_District.html,Хостел,,0,"ул. Шевченко, 199, Анапа 353440 Россия",0,,0.0,0.0
Визит,https://www.tripadvisor.ru/Hotel_Review-g608960-d6690627-Reviews-Visit-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"ул. Новороссийская, 63/2, Анапа 353440 Россия",0,,0.0,0.0
Zhanna,https://www.tripadvisor.ru/Hotel_Review-g608960-d15609388-Reviews-Zhanna-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"96 Ulitsa Trudyashchikhsya, Анапа 353440 Россия",0,,0.0,0.0
"Отель на Гоголя, 91",https://www.tripadvisor.ru/Hotel_Review-g608960-d23378787-Reviews-Otel_na_Gogolya_91-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,0,"Ulitsa Gogolya 91/1, Анапа 353440 Россия",0,,0.0,0.0
Guest House on Tamanskaya 69a,https://www.tripadvisor.ru/Hotel_Review-g608960-d15221231-Reviews-Guest_House_on_Tamanskaya_69a-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Ulitsa Tamanskaya 69a, Анапа 353454 Россия",0,,0.0,0.0
