title,url,category,price,count_review,address,count_photo,rating,rating_by_category,normalized_rating
Gostevoi dom u Aliony,https://www.tripadvisor.ru/Hotel_Review-g608960-d23261307-Reviews-Gostevoi_dom_u_Aliony-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Ulitsa Severnaya, Анапа 353445 Россия",0,,0.0,0.0
Balmiv,https://www.tripadvisor.ru/Hotel_Review-g608960-d23261306-Reviews-Balmiv-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"71 улица Верхняя дорога, Анапа 353421 Россия",0,,0.0,0.0
Barbaris na krasnoarmeiskoi 29,https://www.tripadvisor.ru/Hotel_Review-g608960-d23261305-Reviews-Barbaris_na_krasnoarmeiskoi_29-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,,0,,0.0,0.0
Gostevoy Dom Zhuravli,https://www.tripadvisor.ru/Hotel_Review-g608960-d10310137-Reviews-Gostevoy_Dom_Zhuravli-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,0,"Gostevoy Proezd 20B, Анапа 353456 Россия",0,,0.0,0.0
Corvette Guest House,https://www.tripadvisor.ru/Hotel_Review-g608960-d8351731-Reviews-Corvette_Guest_House-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Ulitsa Gogolya 101, Анапа 353440 Россия",0,,0.0,0.0
VarMary,https://www.tripadvisor.ru/Hotel_Review-g608960-d17617227-Reviews-VarMary-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,,0,,0.0,0.0
Shamsi Hall,https://www.tripadvisor.ru/Hotel_Review-g608960-d21367090-Reviews-Shamsi_Hall-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"40 Ulitsa Astrakhanskaya, Анапа 353440 Россия",0,,0.0,0.0
Guest House on Soloviyanovoy,https://www.tripadvisor.ru/Hotel_Review-g608960-d23263636-Reviews-Guest_House_on_Soloviyanovoy-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Ulitsa Kati Soloviyanovoy 43 А, Анапа 353440 Россия",0,,0.0,0.0
Уютный дворик,https://www.tripadvisor.ru/Hotel_Review-g608960-d17546579-Reviews-Uiutnyi_Dvorik-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,0,"Ulitsa Tamanskaya, 11B, Анапа 353440 Россия",0,,0.0,0.0
Guesthouse Malinkin,https://www.tripadvisor.ru/Hotel_Review-g608960-d15421202-Reviews-Guesthouse_Malinkin-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Malinkin Pereulok, 13a, Анапа 353440 Россия",0,,0.0,0.0
Твой Дом,https://www.tripadvisor.ru/Hotel_Review-g608960-d13950775-Reviews-Tvoy_Dom-Anapa_Krasnodar_Krai_Southern_District.html,Отель особого типа,,0,"ул. Кати Соловьяновой, 53, Анапа 353450 Россия",0,,0.0,0.0
Rich Guest House,https://www.tripadvisor.ru/Hotel_Review-g608960-d12236362-Reviews-Rich_Guest_House-Anapa_Krasnodar_Krai_Southern_District.html,Хостел,,0,"ulitsa Lenina 56a, Анапа 353440 Россия",0,,0.0,0.0
Domashniie Nomiera Gniezdo,https://www.tripadvisor.ru/Hotel_Review-g608960-d15356959-Reviews-Domashniie_Nomiera_Gniezdo-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"146 A Ulitsa Terskaya, Анапа 353440 Россия",0,,0.0,0.0
Guest House Semya,https://www.tripadvisor.ru/Hotel_Review-g608960-d15337677-Reviews-Guest_House_Semya-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"25 Korpus 1 Ulitsa Tamanskaya, Анапа 353440 Россия",0,,0.0,0.0
Валерия,https://www.tripadvisor.ru/Hotel_Review-g608960-d6734200-Reviews-Valeria-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"ул. Трудящихся, д. 19, Анапа 353440 Россия",0,,0.0,0.0
Otdykh u Poliny,https://www.tripadvisor.ru/Hotel_Review-g608960-d15363349-Reviews-Otdykh_u_Poliny-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,0,"Ulitsa Kol'tsevaia 8k, Анапа 353440 Россия",0,,0.0,0.0
V.I.P. Hotel,https://www.tripadvisor.ru/Hotel_Review-g608960-d10644051-Reviews-V_I_P_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Ulitsa Vladimirskaya 25A, Анапа 353440 Россия",0,,0.0,0.0
Gostevoy Dom Villa Dzho,https://www.tripadvisor.ru/Hotel_Review-g608960-d23263635-Reviews-Gostevoy_Dom_Villa_Dzho-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,0,"64 Pionerskiy Prospekt Stroyeniye 2, Анапа 353456 Россия",0,,0.0,0.0
Gostevoy Dom Tomich,https://www.tripadvisor.ru/Hotel_Review-g608960-d19626891-Reviews-Gostevoy_Dom_Tomich-Anapa_Krasnodar_Krai_Southern_District.html,B&B/мини-отель,,0,"Pereulok Kurortnyy, 4, Анапа 353456 Россия",0,,0.0,0.0
Guest House Voyage,https://www.tripadvisor.ru/Hotel_Review-g608960-d17674874-Reviews-Guest_House_Voyage-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Ulitsa Turgeneva 245, Анапа 353440 Россия",0,,0.0,0.0
Guest House Andzhe,https://www.tripadvisor.ru/Hotel_Review-g608960-d10316397-Reviews-Guest_House_Andzhe-Anapa_Krasnodar_Krai_Southern_District.html,Хостел,,0,"Ulitsa Severnaya, 25, Анапа 353445 Россия",0,,0.0,0.0
Otel' <<Al'tair>>,https://www.tripadvisor.ru/Hotel_Review-g608960-d23248283-Reviews-Otel_Al_tair-Anapa_Krasnodar_Krai_Southern_District.html,B&B/мини-отель,,0,,0,,0.0,0.0
Анапские дюны,https://www.tripadvisor.ru/Hotel_Review-g608960-d12017929-Reviews-Anapskiye_Dyuny-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Курортный проезд, 47, Анапа 353445 Россия",0,,0.0,0.0
Inn Pionerskiy 105a,https://www.tripadvisor.ru/Hotel_Review-g608960-d12383925-Reviews-Inn_Pionerskiy_105a-Anapa_Krasnodar_Krai_Southern_District.html,Хостел,,0,"Pionerskiy prospekt 105a, korpus 23 Корпус 23, liter F, Анапа 353450 Россия",0,,0.0,0.0
Гостевой Дом Мансарда,https://www.tripadvisor.ru/Hotel_Review-g608960-d14772535-Reviews-Guest_House_Mansarda-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,0,"Новороссийская, 100, Анапа 353440 Россия",0,,0.0,0.0
Guest House On Shevchenko,https://www.tripadvisor.ru/Hotel_Review-g608960-d19742379-Reviews-Guest_House_On_Shevchenko-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Ulitsa Shevchenko 70, Анапа 353440 Россия",0,,0.0,0.0
Guest House Karavan Tur,https://www.tripadvisor.ru/Hotel_Review-g608960-d10508969-Reviews-Guest_House_Karavan_Tur-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"Turgeneva 45, Анапа 353440 Россия",0,,0.0,0.0
OOO Ekoparus-1,https://www.tripadvisor.ru/Hotel_Review-g608960-d13006726-Reviews-OOO_Ekoparus_1-Anapa_Krasnodar_Krai_Southern_District.html,Вилла,,0,"Pionierskii prospiekt 304, Анапа 353456 Россия",0,,0.0,0.0
Dom Dlya Otdykhayushchikh,https://www.tripadvisor.ru/Hotel_Review-g608960-d13533217-Reviews-Dom_Dlya_Otdykhayushchikh-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,0,"152 Ulitsa Gogolya, Анапа 353440 Россия",0,,0.0,0.0
Guest House on Shevchenko 224 A,https://www.tripadvisor.ru/Hotel_Review-g608960-d12345330-Reviews-Guest_House_on_Shevchenko_224_A-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,0,"ulitsa Shevchenko 224A, Анапа 353440 Россия",0,,0.0,0.0
Пенаты Гостевой дом,https://www.tripadvisor.ru/Hotel_Review-g608960-d9776928-Reviews-Penaty_Guest_house-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Видная ул., 53, Анапа 353456 Россия",0,,0.0,0.0
Жетем,https://www.tripadvisor.ru/Hotel_Review-g608960-d14002072-Reviews-Zhetym-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,0,"20 Ulitsa Shevchenko, Анапа 353440 Россия",0,,0.0,0.0
Нателла,https://www.tripadvisor.ru/Hotel_Review-g608960-d6848989-Reviews-Natella-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"ул. Гоголя, 49, Анапа 353440 Россия",0,,0.0,0.0
"Гостевой дом ""Милана""",https://www.tripadvisor.ru/Hotel_Review-g608960-d6852093-Reviews-Milana_Guest_House-Anapa_Krasnodar_Krai_Southern_District.html,Вилла,,0,"Ulitsa Samburova 28, Анапа 353440 Россия",0,,0.0,0.0
Na Ulitse Ternovoi,https://www.tripadvisor.ru/Hotel_Review-g608960-d14990898-Reviews-Na_Ulitse_Ternovoi-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"44 Ulitsa Ternovaya, Анапа 353445 Россия",0,,0.0,0.0
Guest House on Samburova 242,https://www.tripadvisor.ru/Hotel_Review-g608960-d10534714-Reviews-Guest_House_on_Samburova_242-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"ul. Samburova, 242, Анапа 353440 Россия",0,,0.0,0.0
Guest House on Terskaya 35,https://www.tripadvisor.ru/Hotel_Review-g608960-d15209187-Reviews-Guest_House_on_Terskaya_35-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"ulitsa Terskaya 35, Анапа 353440 Россия",0,,0.0,0.0
Отдых у моря,https://www.tripadvisor.ru/Hotel_Review-g608960-d23257374-Reviews-Otdykh_U_Morya-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,,0,,0.0,0.0
Guest House Evgeniya,https://www.tripadvisor.ru/Hotel_Review-g608960-d12242658-Reviews-Guest_House_Evgeniya-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"159, ulitsa Mayakovskogo 3, Анапа 353451 Россия",0,,0.0,0.0
Розовый сад,https://www.tripadvisor.ru/Hotel_Review-g608960-d23081305-Reviews-Rozovy_Sad-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"проезд Курортный 45, Анапа 353456 Россия",0,,0.0,0.0
Guest House Arina,https://www.tripadvisor.ru/Hotel_Review-g608960-d12660011-Reviews-Guest_House_Arina-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"Shevchenko, 138, Анапа 353440 Россия",0,,0.0,0.0
Gostevoy Dom u Morya,https://www.tripadvisor.ru/Hotel_Review-g608960-d13854311-Reviews-Gostevoy_Dom_u_Morya-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,0,"203 Pionerskiy Prospekt, Анапа 353456 Россия",0,,0.0,0.0
Tatyana,https://www.tripadvisor.ru/Hotel_Review-g608960-d16666674-Reviews-Tatyana-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Ulitsa Krasnoarmeyaskaya 44 B, Анапа 353440 Россия",0,,0.0,0.0
Guest House KTO,https://www.tripadvisor.ru/Hotel_Review-g608960-d10226372-Reviews-Guest_House_KTO-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Per. Stepnoy 8/2, Анапа 353445 Россия",0,,0.0,0.0
Guest House YuzhAnna,https://www.tripadvisor.ru/Hotel_Review-g608960-d12659918-Reviews-Guest_House_YuzhAnna-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница,,0,"ulitsa Bukovaya 11, Анапа 353422 Россия",0,,0.0,0.0
Guest House Tigran,https://www.tripadvisor.ru/Hotel_Review-g608960-d10438237-Reviews-Guest_House_Tigran-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница,,0,Анапа 353431 Россия,0,,0.0,0.0
Baza otdykha Severnoe Siyanie 2,https://www.tripadvisor.ru/Hotel_Review-g608960-d12852706-Reviews-Baza_otdykha_Severnoe_Siyanie_2-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,0,"Pionerskiy prospekt 257, Анапа 353456 Россия",0,,0.0,0.0
Gostevoy Dom Agidel,https://www.tripadvisor.ru/Hotel_Review-g608960-d16480507-Reviews-Gostevoy_Dom_Agidel-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,0,"Ulitsa Samburova 137A, Анапа 353440 Россия",0,,0.0,0.0
Gostevoi Dom Barbaris,https://www.tripadvisor.ru/Hotel_Review-g608960-d19735842-Reviews-Gostevoi_Dom_Barbaris-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,,0,,0.0,0.0
Grand Eliza,https://www.tripadvisor.ru/Hotel_Review-g608960-d23183914-Reviews-Grand_Eliza-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Пионерский проспект, Анапа Россия",0,,0.0,0.0
гостиницаNa Кирова,https://www.tripadvisor.ru/Hotel_Review-g608960-d2700906-Reviews-Hotel_Na_Kirova-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"Кирова улица, д. 7, Анапа 353440 Россия",0,,0.0,0.0
Kvartira Posutochno,https://www.tripadvisor.ru/Hotel_Review-g608960-d15517205-Reviews-Kvartira_Posutochno-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Supsekhskoye Shosse 26 Stroyeniye 7, Etazh 2, Kvartira 40, Анапа 353454 Россия",0,,0.0,0.0
Gostevoy Dom Shevchenko 117,https://www.tripadvisor.ru/Hotel_Review-g608960-d10226294-Reviews-Gostevoy_Dom_Shevchenko_117-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"Shevchenko 117, Анапа 353440 Россия",0,,0.0,0.0
Guest House on Kirova 72,https://www.tripadvisor.ru/Hotel_Review-g608960-d15221825-Reviews-Guest_House_on_Kirova_72-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Kirova, 72, Анапа 353440 Россия",0,,0.0,0.0
Guesthouse Radonezh,https://www.tripadvisor.ru/Hotel_Review-g608960-d8685241-Reviews-Guesthouse_Radonezh-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Vityazevo Str. Solnechnaya 20, Анапа 353417 Россия",0,,0.0,0.0
"Гостевой комплекс ""Ланги Анапа""",https://www.tripadvisor.ru/Hotel_Review-g608960-d2334870-Reviews-Hotel_Langhe-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,0,"пр. Пионерский, д. 40а, Анапа 353456 Россия",0,,0.0,0.0
Guesthouse On Kymskaya,https://www.tripadvisor.ru/Hotel_Review-g608960-d12801055-Reviews-Guesthouse_On_Kymskaya-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Krymskaya Street 82, Анапа 353440 Россия",0,,0.0,0.0
Guest House na Lenina,https://www.tripadvisor.ru/Hotel_Review-g608960-d10438120-Reviews-Guest_House_na_Lenina-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,0,Анапа 353440 Россия,0,,0.0,0.0
Guest House Tikhiy Bereg,https://www.tripadvisor.ru/Hotel_Review-g608960-d21007081-Reviews-Guest_House_Tikhiy_Bereg-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,0,,0,,0.0,0.0
Калина Красная,https://www.tripadvisor.ru/Hotel_Review-g608960-d10521572-Reviews-Kalina_Krasnaya-Anapa_Krasnodar_Krai_Southern_District.html,Турбаза/база отдыха,,0,,5,,0.2777777777777778,0.007587253414264037
Астерикс,https://www.tripadvisor.ru/Hotel_Review-g608960-d2334795-Reviews-Hotel_Asterisk-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,0,"пр. Пионерский, д. 18, Анапа 353456 Россия",0,,0.0,0.0
"Тургенева, 97",https://www.tripadvisor.ru/Hotel_Review-g608960-d7696324-Reviews-Turghienieva_97-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"Turgeneva Street 97, Анапа 353440 Россия",0,,0.0,0.0
Оскар Анапа,https://www.tripadvisor.ru/Hotel_Review-g608960-d2334933-Reviews-Oscar_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,0,"ул. Самбурова, д. 23, Анапа 353440 Россия",0,,0.0,0.0
Райский уголок,https://www.tripadvisor.ru/Hotel_Review-g608960-d2707347-Reviews-Raysky_Ugolok_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"ул. Шевченко, 9, Анапа 353440 Россия",0,,0.0,0.0
"Мини-гостиница ""Натали""",https://www.tripadvisor.ru/Hotel_Review-g608960-d2707338-Reviews-Nataly_Mini_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,0,"ул. Шевченко, 147, Анапа 353440 Россия",0,,0.0,0.0
Barkhatnyi Sezon Guest house,https://www.tripadvisor.ru/Hotel_Review-g608960-d15517218-Reviews-Barkhatnyi_Sezon_Guest_house-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Ulitsa Gogolya 116, Анапа 353440 Россия",0,,0.0,0.0
Green Rooms,https://www.tripadvisor.ru/Hotel_Review-g608960-d23357248-Reviews-Green_Rooms-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,,0,,0.0,0.0
Guest House Ostrovskogo 31,https://www.tripadvisor.ru/Hotel_Review-g608960-d10128379-Reviews-Guest_House_Ostrovskogo_31-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Ostrovskogo 31, Анапа 353451 Россия",0,,0.0,0.0
Biruza Hotel,https://www.tripadvisor.ru/Hotel_Review-g608960-d10425348-Reviews-Biruza_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,0,Анапа 353440 Россия,0,,0.0,0.0
Гостевои дом ИЛИМ,https://www.tripadvisor.ru/Hotel_Review-g608960-d17546233-Reviews-Gostevoy_Dom_Ilim-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"ул. Айвазовского, д. 25, Анапа 353440 Россия",0,,0.0,0.0
Uyutnyy Dvorik U Tat'yany Aleksandrovny,https://www.tripadvisor.ru/Hotel_Review-g608960-d16666541-Reviews-Uyutnyy_Dvorik_U_Tat_yany_Aleksandrovny-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"158 Ulitsa Shevchenko Stroyeniye, Анапа 353440 Россия",0,,0.0,0.0
Dukat Hotel,https://www.tripadvisor.ru/Hotel_Review-g608960-d7660261-Reviews-Dukat_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,0,"Terskaya Street 5A, Анапа 353440 Россия",0,,0.0,0.0
Uyutniy Dvorik,https://www.tripadvisor.ru/Hotel_Review-g608960-d21000693-Reviews-Uyutniy_Dvorik-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,,0,,0.0,0.0
Guest House Nika,https://www.tripadvisor.ru/Hotel_Review-g608960-d13282635-Reviews-Guest_House_Nika-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Krestyanskaya Ulitsa 19, Анапа 353440 Россия",0,,0.0,0.0
Modern Guest House,https://www.tripadvisor.ru/Hotel_Review-g608960-d10823374-Reviews-Modern_Guest_House-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Самбурова 38, Анапа 353440 Россия",0,,0.0,0.0
Mini-otel' Villa Marina,https://www.tripadvisor.ru/Hotel_Review-g608960-d15067650-Reviews-Mini_otel_Villa_Marina-Anapa_Krasnodar_Krai_Southern_District.html,Вилла,,0,"62 Ulitsa Lenina, Анапа 353440 Россия",0,,0.0,0.0
Guest House Uley,https://www.tripadvisor.ru/Hotel_Review-g608960-d12659760-Reviews-Guest_House_Uley-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"ulitsa Terskaya 137, Анапа 353440 Россия",0,,0.0,0.0
Морской Бриз,https://www.tripadvisor.ru/Hotel_Review-g608960-d2334906-Reviews-Morskoi_Briz-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,0,"ул. Самбурова, д. 152, Анапа 353440 Россия",0,,0.0,0.0
Альгида,https://www.tripadvisor.ru/Hotel_Review-g608960-d3452026-Reviews-Algida-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"Пионерский проспект, д. 73, Анапа 353440 Россия",0,,0.0,0.0
Ellada,https://www.tripadvisor.ru/Hotel_Review-g608960-d15517074-Reviews-Ellada-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"88/9 Pionerskiy Prospekt, Анапа 353456 Россия",0,,0.0,0.0
Na Hrebenskoy 30,https://www.tripadvisor.ru/Hotel_Review-g608960-d15555564-Reviews-Na_Hrebenskoy_30-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Rebenskaya 30 Dom 2 Etazha, Анапа 353440 Россия",0,,0.0,0.0
VladLena,https://www.tripadvisor.ru/Hotel_Review-g608960-d23254322-Reviews-VladLena-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,,0,,0.0,0.0
Violetto,https://www.tripadvisor.ru/Hotel_Review-g608960-d23241477-Reviews-Violetto-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,0,,0,,0.0,0.0
Shtorm,https://www.tripadvisor.ru/Hotel_Review-g608960-d15517001-Reviews-Shtorm-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,0,"ul. Gorkogo 45A-1, Анапа 353445 Россия",0,,0.0,0.0
Gostevoi Dvorik,https://www.tripadvisor.ru/Hotel_Review-g608960-d19819064-Reviews-Gostevoi_Dvorik-Anapa_Krasnodar_Krai_Southern_District.html,B&B/мини-отель,,0,,0,,0.0,0.0
Gravitatsia Guest House,https://www.tripadvisor.ru/Hotel_Review-g608960-d15516967-Reviews-Gravitatsia_Guest_House-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,0,"Ulitsa Peschanaia 15 A, Анапа 353440 Россия",0,,0.0,0.0
Guest House on Pionerskiy Prospekt 147,https://www.tripadvisor.ru/Hotel_Review-g608960-d12788035-Reviews-Guest_House_on_Pionerskiy_Prospekt_147-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"147 Pionerskiy Prospekt, Анапа 353456 Россия",0,,0.0,0.0
Atmosfera,https://www.tripadvisor.ru/Hotel_Review-g608960-d15581132-Reviews-Atmosfera-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,,0,,0.0,0.0
Guest House Solnechnyj bereg,https://www.tripadvisor.ru/Hotel_Review-g608960-d10155378-Reviews-Guest_House_Solnechnyj_bereg-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Astrakhanskaya 19, Анапа 353451 Россия",0,,0.0,0.0
Pioneer,https://www.tripadvisor.ru/Hotel_Review-g608960-d23318426-Reviews-Pioneer-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,,0,,0.0,0.0
Гостевои дом Багира,https://www.tripadvisor.ru/Hotel_Review-g608960-d14996806-Reviews-Gostevoi_dom_Bagira-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"256 Ulitsa Samburova, Анапа 353440 Россия",0,,0.0,0.0
Guest House Krymskaya 82,https://www.tripadvisor.ru/Hotel_Review-g608960-d10361012-Reviews-Guest_House_Krymskaya_82-Anapa_Krasnodar_Krai_Southern_District.html,Хостел,,0,"ul. Krymskaya 82, 3 Floor, Анапа 353440 Россия",0,,0.0,0.0
Apartment Guzel,https://www.tripadvisor.ru/Hotel_Review-g608960-d15555583-Reviews-Apartment_Guzel-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Proyezd Turisticheskiy 2A, Анапа 353440 Россия",0,,0.0,0.0
Гостевой дом СИБИРЯЧКА,https://www.tripadvisor.ru/Hotel_Review-g608960-d23256457-Reviews-Gostevoy_Dom_Sibiryachka-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"ул. Лазурная 14, Анапа 353417 Россия",0,,0.0,0.0
Марити,https://www.tripadvisor.ru/Hotel_Review-g608960-d23196557-Reviews-Mariti-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Шевченко, 63, Анапа 353440 Россия",0,,0.0,0.0
Виноградный дворик,https://www.tripadvisor.ru/Hotel_Review-g608960-d8331932-Reviews-Vinogradny_Dvorik-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"ул. Новороссийская 157, Анапа 353440 Россия",0,,0.0,0.0
Аленушка,https://www.tripadvisor.ru/Hotel_Review-g608960-d15555556-Reviews-Alenushka-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,0,"ул.Буковая 31, Анапа 353440 Россия",0,,0.0,0.0
Gostevoy dom Kristina,https://www.tripadvisor.ru/Hotel_Review-g608960-d23241474-Reviews-Gostevoy_dom_Kristina-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"Krymskaya,121A, Анапа 353440 Россия",0,,0.0,0.0
Гостевой дом Солнце и Море,https://www.tripadvisor.ru/Hotel_Review-g608960-d23315838-Reviews-Gostevoy_Dom_Solntse_I_More-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Ulitsa Turgeneva 171/2, Анапа 353440 Россия",0,,0.0,0.0
Hotel Dimitrion,https://www.tripadvisor.ru/Hotel_Review-g608960-d21507800-Reviews-Hotel_Dimitrion-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"77 Ulitsa Vidnaya, Анапа 353456 Россия",0,,0.0,0.0
Guest House on Novorossiyskaya,https://www.tripadvisor.ru/Hotel_Review-g608960-d12267965-Reviews-Guest_House_on_Novorossiyskaya-Anapa_Krasnodar_Krai_Southern_District.html,Хостел,,0,"Novorossiyskaya 58, Анапа 353440 Россия",0,,0.0,0.0
Hotel Bereg Nadezhdy,https://www.tripadvisor.ru/Hotel_Review-g608960-d15516968-Reviews-Hotel_Bereg_Nadezhdy-Anapa_Krasnodar_Krai_Southern_District.html,Отель особого типа,,0,"Kalinina 1B, Анапа 353440 Россия",0,,0.0,0.0
Victoria Guest House,https://www.tripadvisor.ru/Hotel_Review-g608960-d8321420-Reviews-Victoria_Guest_House-Anapa_Krasnodar_Krai_Southern_District.html,Хостел,,0,"Ulitsa Krasnozelyonykh 29, Анапа 353450 Россия",0,,0.0,0.0
Guest House on Mayakovskogo 95,https://www.tripadvisor.ru/Hotel_Review-g608960-d12813695-Reviews-Guest_House_on_Mayakovskogo_95-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"Mayakovskogo 95, Анапа 353454 Россия",0,,0.0,0.0
Guest House Illiada,https://www.tripadvisor.ru/Hotel_Review-g608960-d12486205-Reviews-Guest_House_Illiada-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,0,"ulitsa Trudyashchikhsya 6, Анапа 353440 Россия",0,,0.0,0.0
Mini Hotel on Samburova Street,https://www.tripadvisor.ru/Hotel_Review-g608960-d15272910-Reviews-Mini_Hotel_on_Samburova_Street-Anapa_Krasnodar_Krai_Southern_District.html,Объект с ограниченным набором услуг,,0,"279 ulitsa Samburova, Анапа 353440 Россия",0,,0.0,0.0
