url,Category AN,title,category,count_review,rating,count_photo,cits,rating_by_category,normalized_rating,title_yandex,address,lat,lon
https://www.tripadvisor.ru/Attraction_Review-g608960-d12485993-Reviews-Diving_with_Dolphins-Anapa_Krasnodar_Krai_Southern_District.html,экскурсии и мастер-классы,Дайвинг с дельфинами,Дайвинг и снорклинг • Плавание с дельфинами,,,,,0.0,0.0,Немо,"Пионерский просп., 20А/6, Анапа",44.923913,37.320509
https://www.tripadvisor.ru/Attraction_Review-g608960-d12181905-Reviews-Lounge_Bar_Cherdak-Anapa_Krasnodar_Krai_Southern_District.html,бары и клубы,Lounge Bar Cherdak,Бары и клубы,,,,,0.0,0.0,Чердак,"Промышленная ул., 11А, Анапа",44.881848,37.327551
https://www.tripadvisor.ru/Attraction_Review-g608960-d13289945-Reviews-Kite_Club_Vesyoly_Veter-Anapa_Krasnodar_Krai_Southern_District.html,экскурсии и мастер-классы,"Кайт Kлуб ""Веселый Bетер""",Серфинг и виндсерфинг,,,,,0.0,0.0,Кайт клуб Весёлый Ветер,"Россия, Краснодарский край, Бугазская коса",45.073577,37.006347
https://www.tripadvisor.ru/Attraction_Review-g608960-d13172074-Reviews-F_Lounge-Anapa_Krasnodar_Krai_Southern_District.html,бары и клубы,F Lounge,Сигарные бары,,,,,0.0,0.0,F lounge,"Анапское ш., 105Б, микрорайон Алексеевка, Анапа",44.899805,37.367113
https://www.tripadvisor.ru/Attraction_Review-g608960-d17492572-Reviews-Art_Anapa-Anapa_Krasnodar_Krai_Southern_District.html,культурные институции,Арт-Анапа,Художественные галереи,,,,,0.0,0.0,Арт-Анапа,"Парковая ул., 60, корп. 1, Анапа",44.89056,37.336801
https://www.tripadvisor.ru/Attraction_Review-g608960-d17733899-Reviews-Manta_Sup_Surfing-Anapa_Krasnodar_Krai_Southern_District.html,экскурсии и мастер-классы,Manta Sup Surfing,Катание на доске с веслом,,,,,0.0,0.0,Manta Sup Surfing,"Россия, Краснодарский край, Анапа, Малая бухта",44.892632,37.296857
https://www.tripadvisor.ru/Attraction_Review-g608960-d21245352-Reviews-Bar_KRAFT-Anapa_Krasnodar_Krai_Southern_District.html,бары и клубы,Бар КРАФТ,Бары и клубы,,,,,0.0,0.0,Крафт,"Краснодарская ул., 64Б, корп. 1, Анапа",44.887416,37.325162
https://www.tripadvisor.ru/Attraction_Review-g608960-d21235905-Reviews-Skver_Imeni_Gudovicha-Anapa_Krasnodar_Krai_Southern_District.html,зеленые зоны,Сквер Имени Гудовича,Парки,,,,,0.0,0.0,Сквер Гудовича,"пер. 8 Марта, 6, Анапа",44.888081,37.30128
https://www.tripadvisor.ru/Attraction_Review-g608960-d21170357-Reviews-Olimpiyets_Statue-Anapa_Krasnodar_Krai_Southern_District.html,достопримечательности,Статуя Олимпийца,Памятники и статуи,,,,,0.0,0.0,Отдыхающему,"Набережная ул., 80, Анапа",44.905097,37.319698
https://www.tripadvisor.ru/Attraction_Review-g608960-d23124175-Reviews-Magnolia-Anapa_Krasnodar_Krai_Southern_District.html,бары и клубы,Магнолия,Спа,,,,,0.0,0.0,Магнолия,"Северная ул., 39, Анапа",44.903607,37.32901
https://www.tripadvisor.ru/Attraction_Review-g608960-d22905429-Reviews-Ruki_Ruki_Pottery_Studio-Anapa_Krasnodar_Krai_Southern_District.html,экскурсии и мастер-классы,Гончарная мастерская РУКИ RUKI,Художественные студии и гончарные мастерские,,,1.0,,0.2,0.0027548209366391,Гончарная мастерская Руки Ruki,"наб. Обводного канала, 80, Санкт-Петербург",59.909509,30.324839
https://www.tripadvisor.ru/Attraction_Review-g608960-d17778539-Reviews-Dino_Park_Rex-Anapa_Krasnodar_Krai_Southern_District.html,тематические парки,"Дино Парк ""Рэкс""",Игровые и развлекательные центры,,,,,0.0,0.0,ДиноПарк Закрылся,"Набережная ул., 62, Анапа",44.903616,37.319062
https://www.tripadvisor.ru/Attraction_Review-g608960-d18902428-Reviews-Semigorye-Anapa_Krasnodar_Krai_Southern_District.html,экскурсии и мастер-классы,Семигорье,Винодельни и виноградники,,,,,0.0,0.0,Усадьба Семигорье,"Россия, Краснодарский край, городской округ Новороссийск, А-290, 24-й километр, 2",44.890368,37.614701
